ED,Reported As,Reporting,Michael A. Walrond Jr.,Adriano Espaillat,Charles B. Rangel,Scattered,Yolanda Garcia,Total Votes,p_Michael A. Walrond Jr.,p_Adriano Espaillat,p_Charles B. Rangel,p_Scattered,p_Yolanda Garcia,winner,winner_p
70091,70091,100,19,22,28,0,1,70,0.2714285714285714,0.3142857142857143,0.4,0.0,0.014285714285714285,Charles B. Rangel,0.4
70200,70200,100,0,0,0,0,0,0,0,0,0,0,0,n/a,0
70201,70201,100,0,0,0,0,0,0,0,0,0,0,0,n/a,0
70202,70202,100,0,0,0,0,0,0,0,0,0,0,0,n/a,0
71001,71001,100,5,96,67,1,1,170,0.029411764705882353,0.5647058823529412,0.3941176470588235,0.0058823529411764705,0.0058823529411764705,Adriano Espaillat,0.5647058823529412
71002,71002,100,8,64,37,1,0,110,0.07272727272727272,0.5818181818181818,0.33636363636363636,0.00909090909090909,0.0,Adriano Espaillat,0.5818181818181818
71003,71003,100,5,43,29,2,0,79,0.06329113924050633,0.5443037974683544,0.3670886075949367,0.02531645569620253,0.0,Adriano Espaillat,0.5443037974683544
71004,71004,100,5,21,38,1,0,65,0.07692307692307693,0.3230769230769231,0.5846153846153846,0.015384615384615385,0.0,Charles B. Rangel,0.5846153846153846
71005,71005,100,12,52,56,0,1,121,0.09917355371900827,0.4297520661157025,0.4628099173553719,0.0,0.008264462809917356,Charles B. Rangel,0.4628099173553719
71006,71006,100,3,49,41,1,2,96,0.03125,0.5104166666666666,0.4270833333333333,0.010416666666666666,0.020833333333333332,Adriano Espaillat,0.5104166666666666
71007,71007,100,6,62,43,0,0,111,0.05405405405405406,0.5585585585585585,0.38738738738738737,0.0,0.0,Adriano Espaillat,0.5585585585585585
71008,71008,100,7,13,53,1,0,74,0.0945945945945946,0.17567567567567569,0.7162162162162162,0.013513513513513514,0.0,Charles B. Rangel,0.7162162162162162
71009,71009,100,16,17,108,1,3,145,0.1103448275862069,0.11724137931034483,0.7448275862068966,0.006896551724137931,0.020689655172413793,Charles B. Rangel,0.7448275862068966
71010,71010,100,4,59,44,0,6,113,0.035398230088495575,0.5221238938053098,0.3893805309734513,0.0,0.05309734513274336,Adriano Espaillat,0.5221238938053098
71011,71011,100,23,26,67,0,0,116,0.19827586206896552,0.22413793103448276,0.5775862068965517,0.0,0.0,Charles B. Rangel,0.5775862068965517
71012,71012,100,19,19,68,0,1,107,0.17757009345794392,0.17757009345794392,0.6355140186915887,0.0,0.009345794392523364,Charles B. Rangel,0.6355140186915887
71013,71013,100,6,11,37,1,1,56,0.10714285714285714,0.19642857142857142,0.6607142857142857,0.017857142857142856,0.017857142857142856,Charles B. Rangel,0.6607142857142857
71014,71014,100,26,5,55,0,1,87,0.2988505747126437,0.05747126436781609,0.632183908045977,0.0,0.011494252873563218,Charles B. Rangel,0.632183908045977
71015,71015,100,9,14,46,0,1,70,0.12857142857142856,0.2,0.6571428571428571,0.0,0.014285714285714285,Charles B. Rangel,0.6571428571428571
71016,71016,100,25,28,115,0,2,170,0.14705882352941177,0.16470588235294117,0.6764705882352942,0.0,0.011764705882352941,Charles B. Rangel,0.6764705882352942
71017,71017,100,6,13,48,0,1,68,0.08823529411764706,0.19117647058823528,0.7058823529411765,0.0,0.014705882352941176,Charles B. Rangel,0.7058823529411765
71018,71018,100,62,7,200,1,0,270,0.22962962962962963,0.025925925925925925,0.7407407407407407,0.003703703703703704,0.0,Charles B. Rangel,0.7407407407407407
71019,71019,100,49,15,295,1,1,361,0.13573407202216067,0.04155124653739612,0.817174515235457,0.002770083102493075,0.002770083102493075,Charles B. Rangel,0.817174515235457
71020,71020,100,43,5,274,0,1,323,0.13312693498452013,0.015479876160990712,0.848297213622291,0.0,0.0030959752321981426,Charles B. Rangel,0.848297213622291
71021,71021,100,24,11,121,2,1,159,0.1509433962264151,0.06918238993710692,0.7610062893081762,0.012578616352201259,0.006289308176100629,Charles B. Rangel,0.7610062893081762
71022,71022,100,18,23,74,0,0,115,0.1565217391304348,0.2,0.6434782608695652,0.0,0.0,Charles B. Rangel,0.6434782608695652
71023,71023,100,13,13,106,0,2,134,0.09701492537313433,0.09701492537313433,0.7910447761194029,0.0,0.014925373134328358,Charles B. Rangel,0.7910447761194029
71024,71024,100,15,27,119,1,1,163,0.09202453987730061,0.1656441717791411,0.7300613496932515,0.006134969325153374,0.006134969325153374,Charles B. Rangel,0.7300613496932515
71025,71025,100,10,19,43,1,0,73,0.136986301369863,0.2602739726027397,0.589041095890411,0.0136986301369863,0.0,Charles B. Rangel,0.589041095890411
71026,71026,100,7,44,87,0,2,140,0.05,0.3142857142857143,0.6214285714285714,0.0,0.014285714285714285,Charles B. Rangel,0.6214285714285714
71027,71027,100,7,13,55,0,1,76,0.09210526315789473,0.17105263157894737,0.7236842105263158,0.0,0.013157894736842105,Charles B. Rangel,0.7236842105263158
71028,71028,100,8,18,54,1,0,81,0.09876543209876543,0.2222222222222222,0.6666666666666666,0.012345679012345678,0.0,Charles B. Rangel,0.6666666666666666
71029,71029,100,9,48,37,0,2,96,0.09375,0.5,0.3854166666666667,0.0,0.020833333333333332,Adriano Espaillat,0.5
71030,71030,100,4,40,37,0,0,81,0.04938271604938271,0.49382716049382713,0.4567901234567901,0.0,0.0,Adriano Espaillat,0.49382716049382713
71031,71031,100,9,28,56,0,0,93,0.0967741935483871,0.3010752688172043,0.6021505376344086,0.0,0.0,Charles B. Rangel,0.6021505376344086
71032,71032,100,12,35,66,1,2,116,0.10344827586206896,0.3017241379310345,0.5689655172413793,0.008620689655172414,0.017241379310344827,Charles B. Rangel,0.5689655172413793
71033,71033,100,4,54,78,0,1,137,0.029197080291970802,0.39416058394160586,0.5693430656934306,0.0,0.0072992700729927005,Charles B. Rangel,0.5693430656934306
71034,71034,100,9,59,101,1,0,170,0.052941176470588235,0.34705882352941175,0.5941176470588235,0.0058823529411764705,0.0,Charles B. Rangel,0.5941176470588235
71035,71035,100,7,16,54,0,1,78,0.08974358974358974,0.20512820512820512,0.6923076923076923,0.0,0.01282051282051282,Charles B. Rangel,0.6923076923076923
71036,71036,100,1,57,21,0,0,79,0.012658227848101266,0.7215189873417721,0.26582278481012656,0.0,0.0,Adriano Espaillat,0.7215189873417721
71037,71037,100,8,74,41,0,1,124,0.06451612903225806,0.5967741935483871,0.33064516129032256,0.0,0.008064516129032258,Adriano Espaillat,0.5967741935483871
71038,71038,100,10,64,102,3,2,181,0.055248618784530384,0.35359116022099446,0.56353591160221,0.016574585635359115,0.011049723756906077,Charles B. Rangel,0.56353591160221
71039,71039,100,6,62,56,0,2,126,0.047619047619047616,0.49206349206349204,0.4444444444444444,0.0,0.015873015873015872,Adriano Espaillat,0.49206349206349204
71040,71040,100,4,58,75,1,1,139,0.02877697841726619,0.4172661870503597,0.539568345323741,0.007194244604316547,0.007194244604316547,Charles B. Rangel,0.539568345323741
