ED,Reported As,Reporting,Steven Hasty,Michael Berger,James Maleady,Sara Shoener,William H. Smith,Courtney DeDona,Thomas F. Smith,David Niederman,Scattered,Eileen M. Cavaliere,Erin Drinkwater,Ramona Vergara,Total Votes,p_Steven Hasty,p_Michael Berger,p_James Maleady,p_Sara Shoener,p_William H. Smith,p_Courtney DeDona,p_Thomas F. Smith,p_David Niederman,p_Scattered,p_Eileen M. Cavaliere,p_Erin Drinkwater,p_Ramona Vergara,winner,winner_p
50089,50089,100,9,10,11,26,12,21,10,7,6,22,19,25,178,0.05056179775280899,0.056179775280898875,0.06179775280898876,0.14606741573033707,0.06741573033707865,0.11797752808988764,0.056179775280898875,0.03932584269662921,0.033707865168539325,0.12359550561797752,0.10674157303370786,0.1404494382022472,Sara Shoener,0.14606741573033707
50090,50090,100,2,5,7,7,6,4,6,3,1,8,8,6,63,0.031746031746031744,0.07936507936507936,0.1111111111111111,0.1111111111111111,0.09523809523809523,0.06349206349206349,0.09523809523809523,0.047619047619047616,0.015873015873015872,0.12698412698412698,0.12698412698412698,0.09523809523809523,Tie,0.12698412698412698
50091,50091,100,6,7,8,18,12,22,13,11,2,25,22,23,169,0.03550295857988166,0.04142011834319527,0.047337278106508875,0.10650887573964497,0.07100591715976332,0.1301775147928994,0.07692307692307693,0.0650887573964497,0.011834319526627219,0.14792899408284024,0.1301775147928994,0.13609467455621302,Eileen M. Cavaliere,0.14792899408284024
50092,50092,100,19,13,12,24,13,18,8,5,5,17,33,27,194,0.0979381443298969,0.06701030927835051,0.061855670103092786,0.12371134020618557,0.06701030927835051,0.09278350515463918,0.041237113402061855,0.02577319587628866,0.02577319587628866,0.08762886597938144,0.17010309278350516,0.13917525773195877,Erin Drinkwater,0.17010309278350516
50093,50014,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
50094,50094,100,2,2,0,1,0,1,0,2,0,1,0,1,10,0.2,0.2,0.0,0.1,0.0,0.1,0.0,0.2,0.0,0.1,0.0,0.1,Tie,0.2
50095,50013,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
50096,50013,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
50097,50071,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
50098,50088,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
50099,50013,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
