ED,Reported As,Reporting,Ruben Diaz Sr. (Democratic),Ruben Diaz Sr. (Republican),Jasmine Marte (Conservative),Scattered,Total Votes,Ruben Diaz Sr. RECAP,Jasmine Marte RECAP,Scattered RECAP,p_Ruben Diaz Sr. (Democratic),p_Ruben Diaz Sr. (Republican),p_Jasmine Marte (Conservative),p_Scattered,p_Ruben Diaz Sr. RECAP,p_Jasmine Marte RECAP,p_Scattered RECAP,winner,winner_p
85062,85062,100,130,4,4,0,138,134,4,0,0.9420289855072463,0.028985507246376812,0.028985507246376812,0.0,0.9710144927536232,0.028985507246376812,0.0,Ruben Diaz Sr. RECAP,0.9710144927536232
85063,85063,100,133,6,7,0,146,139,7,0,0.910958904109589,0.0410958904109589,0.04794520547945205,0.0,0.952054794520548,0.04794520547945205,0.0,Ruben Diaz Sr. RECAP,0.952054794520548
85064,85064,100,133,5,5,0,143,138,5,0,0.9300699300699301,0.03496503496503497,0.03496503496503497,0.0,0.965034965034965,0.03496503496503497,0.0,Ruben Diaz Sr. RECAP,0.965034965034965
85065,85065,100,159,5,5,0,169,164,5,0,0.9408284023668639,0.029585798816568046,0.029585798816568046,0.0,0.9704142011834319,0.029585798816568046,0.0,Ruben Diaz Sr. RECAP,0.9704142011834319
85066,85066,100,146,10,8,0,164,156,8,0,0.8902439024390244,0.06097560975609756,0.04878048780487805,0.0,0.9512195121951219,0.04878048780487805,0.0,Ruben Diaz Sr. RECAP,0.9512195121951219
85067,85067,100,113,6,4,0,123,119,4,0,0.9186991869918699,0.04878048780487805,0.032520325203252036,0.0,0.967479674796748,0.032520325203252036,0.0,Ruben Diaz Sr. RECAP,0.967479674796748
85068,85068,100,199,13,4,0,216,212,4,0,0.9212962962962963,0.06018518518518518,0.018518518518518517,0.0,0.9814814814814815,0.018518518518518517,0.0,Ruben Diaz Sr. RECAP,0.9814814814814815
85069,85069,100,130,4,10,0,144,134,10,0,0.9027777777777778,0.027777777777777776,0.06944444444444445,0.0,0.9305555555555556,0.06944444444444445,0.0,Ruben Diaz Sr. RECAP,0.9305555555555556
85070,85070,100,115,5,4,0,124,120,4,0,0.9274193548387096,0.04032258064516129,0.03225806451612903,0.0,0.967741935483871,0.03225806451612903,0.0,Ruben Diaz Sr. RECAP,0.967741935483871
87002,87002,100,91,4,2,1,98,95,2,1,0.9285714285714286,0.04081632653061224,0.02040816326530612,0.01020408163265306,0.9693877551020408,0.02040816326530612,0.01020408163265306,Ruben Diaz Sr. RECAP,0.9693877551020408
87004,87004,100,122,7,7,0,136,129,7,0,0.8970588235294118,0.051470588235294115,0.051470588235294115,0.0,0.9485294117647058,0.051470588235294115,0.0,Ruben Diaz Sr. RECAP,0.9485294117647058
87005,87005,100,89,1,0,0,90,90,0,0,0.9888888888888889,0.011111111111111112,0.0,0.0,1.0,0.0,0.0,Ruben Diaz Sr. RECAP,1.0
87006,87006,100,168,10,3,0,181,178,3,0,0.9281767955801105,0.055248618784530384,0.016574585635359115,0.0,0.9834254143646409,0.016574585635359115,0.0,Ruben Diaz Sr. RECAP,0.9834254143646409
87007,87007,100,100,4,1,0,105,104,1,0,0.9523809523809523,0.0380952380952381,0.009523809523809525,0.0,0.9904761904761905,0.009523809523809525,0.0,Ruben Diaz Sr. RECAP,0.9904761904761905
87008,87008,100,108,0,1,0,109,108,1,0,0.9908256880733946,0.0,0.009174311926605505,0.0,0.9908256880733946,0.009174311926605505,0.0,Ruben Diaz Sr. RECAP,0.9908256880733946
87009,87009,100,136,3,4,0,143,139,4,0,0.951048951048951,0.02097902097902098,0.027972027972027972,0.0,0.972027972027972,0.027972027972027972,0.0,Ruben Diaz Sr. RECAP,0.972027972027972
87010,87010,100,156,8,5,1,170,164,5,1,0.9176470588235294,0.047058823529411764,0.029411764705882353,0.0058823529411764705,0.9647058823529412,0.029411764705882353,0.0058823529411764705,Ruben Diaz Sr. RECAP,0.9647058823529412
87011,87011,100,114,4,2,0,120,118,2,0,0.95,0.03333333333333333,0.016666666666666666,0.0,0.9833333333333333,0.016666666666666666,0.0,Ruben Diaz Sr. RECAP,0.9833333333333333
87013,87013,100,36,1,2,0,39,37,2,0,0.9230769230769231,0.02564102564102564,0.05128205128205128,0.0,0.9487179487179487,0.05128205128205128,0.0,Ruben Diaz Sr. RECAP,0.9487179487179487
87012,87013,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
87014,87014,100,24,0,3,0,27,24,3,0,0.8888888888888888,0.0,0.1111111111111111,0.0,0.8888888888888888,0.1111111111111111,0.0,Ruben Diaz Sr. RECAP,0.8888888888888888
87022,87022,100,101,3,8,0,112,104,8,0,0.9017857142857143,0.026785714285714284,0.07142857142857142,0.0,0.9285714285714286,0.07142857142857142,0.0,Ruben Diaz Sr. RECAP,0.9285714285714286
87026,87026,100,137,6,10,0,153,143,10,0,0.8954248366013072,0.0392156862745098,0.06535947712418301,0.0,0.934640522875817,0.06535947712418301,0.0,Ruben Diaz Sr. RECAP,0.934640522875817
87027,87027,100,87,4,7,0,98,91,7,0,0.8877551020408163,0.04081632653061224,0.07142857142857142,0.0,0.9285714285714286,0.07142857142857142,0.0,Ruben Diaz Sr. RECAP,0.9285714285714286
87028,87028,100,130,8,12,0,150,138,12,0,0.8666666666666667,0.05333333333333334,0.08,0.0,0.92,0.08,0.0,Ruben Diaz Sr. RECAP,0.92
87029,87029,100,86,4,16,0,106,90,16,0,0.8113207547169812,0.03773584905660377,0.1509433962264151,0.0,0.8490566037735849,0.1509433962264151,0.0,Ruben Diaz Sr. RECAP,0.8490566037735849
87030,87030,100,46,3,4,0,53,49,4,0,0.8679245283018868,0.05660377358490566,0.07547169811320754,0.0,0.9245283018867925,0.07547169811320754,0.0,Ruben Diaz Sr. RECAP,0.9245283018867925
87031,87031,100,84,4,1,0,89,88,1,0,0.9438202247191011,0.0449438202247191,0.011235955056179775,0.0,0.9887640449438202,0.011235955056179775,0.0,Ruben Diaz Sr. RECAP,0.9887640449438202
87032,87032,100,145,8,11,0,164,153,11,0,0.8841463414634146,0.04878048780487805,0.06707317073170732,0.0,0.9329268292682927,0.06707317073170732,0.0,Ruben Diaz Sr. RECAP,0.9329268292682927
87033,87033,100,158,5,10,0,173,163,10,0,0.9132947976878613,0.028901734104046242,0.057803468208092484,0.0,0.9421965317919075,0.057803468208092484,0.0,Ruben Diaz Sr. RECAP,0.9421965317919075
87034,87034,100,140,8,10,0,158,148,10,0,0.8860759493670886,0.05063291139240506,0.06329113924050633,0.0,0.9367088607594937,0.06329113924050633,0.0,Ruben Diaz Sr. RECAP,0.9367088607594937
87035,87035,100,114,5,5,1,125,119,5,1,0.912,0.04,0.04,0.008,0.952,0.04,0.008,Ruben Diaz Sr. RECAP,0.952
87036,87036,100,126,15,3,1,145,141,3,1,0.8689655172413793,0.10344827586206896,0.020689655172413793,0.006896551724137931,0.9724137931034482,0.020689655172413793,0.006896551724137931,Ruben Diaz Sr. RECAP,0.9724137931034482
87037,87037,100,142,13,8,0,163,155,8,0,0.8711656441717791,0.07975460122699386,0.049079754601226995,0.0,0.950920245398773,0.049079754601226995,0.0,Ruben Diaz Sr. RECAP,0.950920245398773
87038,87038,100,151,9,7,0,167,160,7,0,0.9041916167664671,0.05389221556886228,0.041916167664670656,0.0,0.9580838323353293,0.041916167664670656,0.0,Ruben Diaz Sr. RECAP,0.9580838323353293
87039,87039,100,166,7,13,0,186,173,13,0,0.8924731182795699,0.03763440860215054,0.06989247311827956,0.0,0.9301075268817204,0.06989247311827956,0.0,Ruben Diaz Sr. RECAP,0.9301075268817204
87040,87040,100,189,21,8,0,218,210,8,0,0.8669724770642202,0.0963302752293578,0.03669724770642202,0.0,0.963302752293578,0.03669724770642202,0.0,Ruben Diaz Sr. RECAP,0.963302752293578
87041,87041,100,78,4,5,0,87,82,5,0,0.896551724137931,0.04597701149425287,0.05747126436781609,0.0,0.9425287356321839,0.05747126436781609,0.0,Ruben Diaz Sr. RECAP,0.9425287356321839
87042,87042,100,156,7,9,0,172,163,9,0,0.9069767441860465,0.040697674418604654,0.05232558139534884,0.0,0.9476744186046512,0.05232558139534884,0.0,Ruben Diaz Sr. RECAP,0.9476744186046512
87045,87045,100,12,2,1,0,15,14,1,0,0.8,0.13333333333333333,0.06666666666666667,0.0,0.9333333333333333,0.06666666666666667,0.0,Ruben Diaz Sr. RECAP,0.9333333333333333
87046,87046,100,92,14,5,1,112,106,5,1,0.8214285714285714,0.125,0.044642857142857144,0.008928571428571428,0.9464285714285714,0.044642857142857144,0.008928571428571428,Ruben Diaz Sr. RECAP,0.9464285714285714
87047,87047,100,268,12,18,0,298,280,18,0,0.8993288590604027,0.040268456375838924,0.06040268456375839,0.0,0.9395973154362416,0.06040268456375839,0.0,Ruben Diaz Sr. RECAP,0.9395973154362416
87048,87048,100,262,6,8,0,276,268,8,0,0.9492753623188406,0.021739130434782608,0.028985507246376812,0.0,0.9710144927536232,0.028985507246376812,0.0,Ruben Diaz Sr. RECAP,0.9710144927536232
87049,87049,100,199,10,14,1,224,209,14,1,0.8883928571428571,0.044642857142857144,0.0625,0.004464285714285714,0.9330357142857143,0.0625,0.004464285714285714,Ruben Diaz Sr. RECAP,0.9330357142857143
87050,87050,100,229,7,17,2,255,236,17,2,0.8980392156862745,0.027450980392156862,0.06666666666666667,0.00784313725490196,0.9254901960784314,0.06666666666666667,0.00784313725490196,Ruben Diaz Sr. RECAP,0.9254901960784314
87051,87051,100,266,17,11,0,294,283,11,0,0.9047619047619048,0.05782312925170068,0.03741496598639456,0.0,0.9625850340136054,0.03741496598639456,0.0,Ruben Diaz Sr. RECAP,0.9625850340136054
87052,87052,100,235,6,19,0,260,241,19,0,0.9038461538461539,0.023076923076923078,0.07307692307692308,0.0,0.926923076923077,0.07307692307692308,0.0,Ruben Diaz Sr. RECAP,0.926923076923077
87053,87053,100,247,9,17,3,276,256,17,3,0.894927536231884,0.03260869565217391,0.06159420289855073,0.010869565217391304,0.927536231884058,0.06159420289855073,0.010869565217391304,Ruben Diaz Sr. RECAP,0.927536231884058
87054,87054,100,202,13,8,1,224,215,8,1,0.9017857142857143,0.05803571428571429,0.03571428571428571,0.004464285714285714,0.9598214285714286,0.03571428571428571,0.004464285714285714,Ruben Diaz Sr. RECAP,0.9598214285714286
87055,87055,100,160,9,12,1,182,169,12,1,0.8791208791208791,0.04945054945054945,0.06593406593406594,0.005494505494505495,0.9285714285714286,0.06593406593406594,0.005494505494505495,Ruben Diaz Sr. RECAP,0.9285714285714286
87056,87056,100,202,8,7,1,218,210,7,1,0.926605504587156,0.03669724770642202,0.03211009174311927,0.0045871559633027525,0.963302752293578,0.03211009174311927,0.0045871559633027525,Ruben Diaz Sr. RECAP,0.963302752293578
87057,87057,100,251,16,16,0,283,267,16,0,0.8869257950530035,0.05653710247349823,0.05653710247349823,0.0,0.9434628975265018,0.05653710247349823,0.0,Ruben Diaz Sr. RECAP,0.9434628975265018
87058,87058,100,120,2,4,0,126,122,4,0,0.9523809523809523,0.015873015873015872,0.031746031746031744,0.0,0.9682539682539683,0.031746031746031744,0.0,Ruben Diaz Sr. RECAP,0.9682539682539683
87059,87059,100,260,10,12,0,282,270,12,0,0.9219858156028369,0.03546099290780142,0.0425531914893617,0.0,0.9574468085106383,0.0425531914893617,0.0,Ruben Diaz Sr. RECAP,0.9574468085106383
87060,87060,100,164,6,7,0,177,170,7,0,0.9265536723163842,0.03389830508474576,0.03954802259887006,0.0,0.96045197740113,0.03954802259887006,0.0,Ruben Diaz Sr. RECAP,0.96045197740113
87061,87061,100,187,7,11,1,206,194,11,1,0.9077669902912622,0.03398058252427184,0.05339805825242718,0.0048543689320388345,0.941747572815534,0.05339805825242718,0.0048543689320388345,Ruben Diaz Sr. RECAP,0.941747572815534
87062,87062,100,220,14,16,0,250,234,16,0,0.88,0.056,0.064,0.0,0.936,0.064,0.0,Ruben Diaz Sr. RECAP,0.936
87063,87063,100,8,1,1,0,10,9,1,0,0.8,0.1,0.1,0.0,0.9,0.1,0.0,Ruben Diaz Sr. RECAP,0.9
87064,87064,100,1,0,0,0,1,1,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Ruben Diaz Sr. RECAP,1.0
87070,87070,100,115,0,2,1,118,115,2,1,0.9745762711864406,0.0,0.01694915254237288,0.00847457627118644,0.9745762711864406,0.01694915254237288,0.00847457627118644,Ruben Diaz Sr. RECAP,0.9745762711864406
87071,87071,100,69,4,3,0,76,73,3,0,0.9078947368421053,0.05263157894736842,0.039473684210526314,0.0,0.9605263157894737,0.039473684210526314,0.0,Ruben Diaz Sr. RECAP,0.9605263157894737
87083,87083,100,8,1,6,0,15,9,6,0,0.5333333333333333,0.06666666666666667,0.4,0.0,0.6,0.4,0.0,Ruben Diaz Sr. RECAP,0.6
87084,87084,100,172,8,3,0,183,180,3,0,0.9398907103825137,0.04371584699453552,0.01639344262295082,0.0,0.9836065573770492,0.01639344262295082,0.0,Ruben Diaz Sr. RECAP,0.9836065573770492
87085,87085,100,199,10,6,1,216,209,6,1,0.9212962962962963,0.046296296296296294,0.027777777777777776,0.004629629629629629,0.9675925925925926,0.027777777777777776,0.004629629629629629,Ruben Diaz Sr. RECAP,0.9675925925925926
87086,87086,100,51,1,4,0,56,52,4,0,0.9107142857142857,0.017857142857142856,0.07142857142857142,0.0,0.9285714285714286,0.07142857142857142,0.0,Ruben Diaz Sr. RECAP,0.9285714285714286
87087,87087,100,314,8,9,0,331,322,9,0,0.9486404833836858,0.02416918429003021,0.027190332326283987,0.0,0.972809667673716,0.027190332326283987,0.0,Ruben Diaz Sr. RECAP,0.972809667673716
87088,87088,100,139,4,2,0,145,143,2,0,0.9586206896551724,0.027586206896551724,0.013793103448275862,0.0,0.9862068965517241,0.013793103448275862,0.0,Ruben Diaz Sr. RECAP,0.9862068965517241
87089,87089,100,134,4,4,2,144,138,4,2,0.9305555555555556,0.027777777777777776,0.027777777777777776,0.013888888888888888,0.9583333333333334,0.027777777777777776,0.013888888888888888,Ruben Diaz Sr. RECAP,0.9583333333333334
87092,87092,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
