ED,Reported As,Reporting,Hakeem S. Jeffries (Working Families),Alan Bellone (Conservative),Hakeem S. Jeffries (Democratic),Scattered,Total Votes,Hakeem S. Jeffries RECAP,Alan Bellone RECAP,Scattered RECAP,p_Hakeem S. Jeffries (Working Families),p_Alan Bellone (Conservative),p_Hakeem S. Jeffries (Democratic),p_Scattered,p_Hakeem S. Jeffries RECAP,p_Alan Bellone RECAP,p_Scattered RECAP,winner,winner_p
55016,55016,100,14,1,172,0,187,186,1,0,0.0748663101604278,0.0053475935828877,0.9197860962566845,0.0,0.9946524064171123,0.0053475935828877,0.0,Hakeem S. Jeffries RECAP,0.9946524064171123
55017,55017,100,0,0,85,0,85,85,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Hakeem S. Jeffries RECAP,1.0
55018,55018,100,12,3,236,0,251,248,3,0,0.04780876494023904,0.01195219123505976,0.9402390438247012,0.0,0.9880478087649402,0.01195219123505976,0.0,Hakeem S. Jeffries RECAP,0.9880478087649402
55019,55019,100,16,3,221,0,240,237,3,0,0.06666666666666667,0.0125,0.9208333333333333,0.0,0.9875,0.0125,0.0,Hakeem S. Jeffries RECAP,0.9875
55020,55020,100,3,0,156,0,159,159,0,0,0.018867924528301886,0.0,0.9811320754716981,0.0,1.0,0.0,0.0,Hakeem S. Jeffries RECAP,1.0
55021,55021,100,8,0,115,0,123,123,0,0,0.06504065040650407,0.0,0.9349593495934959,0.0,1.0,0.0,0.0,Hakeem S. Jeffries RECAP,1.0
55022,55022,100,2,0,116,0,118,118,0,0,0.01694915254237288,0.0,0.9830508474576272,0.0,1.0,0.0,0.0,Hakeem S. Jeffries RECAP,1.0
55023,55023,100,14,0,179,0,193,193,0,0,0.07253886010362694,0.0,0.927461139896373,0.0,1.0,0.0,0.0,Hakeem S. Jeffries RECAP,1.0
55024,55024,100,4,0,127,0,131,131,0,0,0.030534351145038167,0.0,0.9694656488549618,0.0,1.0,0.0,0.0,Hakeem S. Jeffries RECAP,1.0
55025,55025,100,6,1,149,0,156,155,1,0,0.038461538461538464,0.00641025641025641,0.9551282051282052,0.0,0.9935897435897436,0.00641025641025641,0.0,Hakeem S. Jeffries RECAP,0.9935897435897436
55026,55026,100,2,2,30,0,34,32,2,0,0.058823529411764705,0.058823529411764705,0.8823529411764706,0.0,0.9411764705882353,0.058823529411764705,0.0,Hakeem S. Jeffries RECAP,0.9411764705882353
55027,55027,100,8,4,85,0,97,93,4,0,0.08247422680412371,0.041237113402061855,0.8762886597938144,0.0,0.9587628865979382,0.041237113402061855,0.0,Hakeem S. Jeffries RECAP,0.9587628865979382
55028,55028,100,1,0,63,0,64,64,0,0,0.015625,0.0,0.984375,0.0,1.0,0.0,0.0,Hakeem S. Jeffries RECAP,1.0
55029,55029,100,1,0,59,0,60,60,0,0,0.016666666666666666,0.0,0.9833333333333333,0.0,1.0,0.0,0.0,Hakeem S. Jeffries RECAP,1.0
55030,55030,100,1,0,64,0,65,65,0,0,0.015384615384615385,0.0,0.9846153846153847,0.0,1.0,0.0,0.0,Hakeem S. Jeffries RECAP,1.0
55031,55031,100,19,4,369,0,392,388,4,0,0.04846938775510204,0.01020408163265306,0.9413265306122449,0.0,0.9897959183673469,0.01020408163265306,0.0,Hakeem S. Jeffries RECAP,0.9897959183673469
55032,55032,100,6,0,74,0,80,80,0,0,0.075,0.0,0.925,0.0,1.0,0.0,0.0,Hakeem S. Jeffries RECAP,1.0
55033,55033,100,8,1,153,0,162,161,1,0,0.04938271604938271,0.006172839506172839,0.9444444444444444,0.0,0.9938271604938271,0.006172839506172839,0.0,Hakeem S. Jeffries RECAP,0.9938271604938271
55034,55034,100,12,1,192,0,205,204,1,0,0.05853658536585366,0.004878048780487805,0.9365853658536586,0.0,0.9951219512195122,0.004878048780487805,0.0,Hakeem S. Jeffries RECAP,0.9951219512195122
55035,55035,100,2,1,138,0,141,140,1,0,0.014184397163120567,0.0070921985815602835,0.9787234042553191,0.0,0.9929078014184397,0.0070921985815602835,0.0,Hakeem S. Jeffries RECAP,0.9929078014184397
55036,55036,100,1,0,14,0,15,15,0,0,0.06666666666666667,0.0,0.9333333333333333,0.0,1.0,0.0,0.0,Hakeem S. Jeffries RECAP,1.0
55037,55037,100,7,1,47,0,55,54,1,0,0.12727272727272726,0.01818181818181818,0.8545454545454545,0.0,0.9818181818181818,0.01818181818181818,0.0,Hakeem S. Jeffries RECAP,0.9818181818181818
55038,55038,100,1,0,22,0,23,23,0,0,0.043478260869565216,0.0,0.9565217391304348,0.0,1.0,0.0,0.0,Hakeem S. Jeffries RECAP,1.0
55046,55046,100,5,7,135,0,147,140,7,0,0.034013605442176874,0.047619047619047616,0.9183673469387755,0.0,0.9523809523809523,0.047619047619047616,0.0,Hakeem S. Jeffries RECAP,0.9523809523809523
55047,55047,100,1,0,62,0,63,63,0,0,0.015873015873015872,0.0,0.9841269841269841,0.0,1.0,0.0,0.0,Hakeem S. Jeffries RECAP,1.0
55048,55048,100,6,3,149,1,159,155,3,1,0.03773584905660377,0.018867924528301886,0.9371069182389937,0.006289308176100629,0.9748427672955975,0.018867924528301886,0.006289308176100629,Hakeem S. Jeffries RECAP,0.9748427672955975
55049,55049,100,3,4,86,0,93,89,4,0,0.03225806451612903,0.043010752688172046,0.9247311827956989,0.0,0.956989247311828,0.043010752688172046,0.0,Hakeem S. Jeffries RECAP,0.956989247311828
55050,55050,100,2,1,24,0,27,26,1,0,0.07407407407407407,0.037037037037037035,0.8888888888888888,0.0,0.9629629629629629,0.037037037037037035,0.0,Hakeem S. Jeffries RECAP,0.9629629629629629
55051,55051,100,0,0,10,0,10,10,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Hakeem S. Jeffries RECAP,1.0
55052,55052,100,3,0,46,0,49,49,0,0,0.061224489795918366,0.0,0.9387755102040817,0.0,1.0,0.0,0.0,Hakeem S. Jeffries RECAP,1.0
55054,55052,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
55055,55055,100,10,4,140,0,154,150,4,0,0.06493506493506493,0.025974025974025976,0.9090909090909091,0.0,0.974025974025974,0.025974025974025976,0.0,Hakeem S. Jeffries RECAP,0.974025974025974
55056,55056,100,0,0,17,0,17,17,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Hakeem S. Jeffries RECAP,1.0
55057,55057,100,6,0,133,0,139,139,0,0,0.04316546762589928,0.0,0.9568345323741008,0.0,1.0,0.0,0.0,Hakeem S. Jeffries RECAP,1.0
55058,55058,100,1,0,63,0,64,64,0,0,0.015625,0.0,0.984375,0.0,1.0,0.0,0.0,Hakeem S. Jeffries RECAP,1.0
55059,55059,100,7,3,118,0,128,125,3,0,0.0546875,0.0234375,0.921875,0.0,0.9765625,0.0234375,0.0,Hakeem S. Jeffries RECAP,0.9765625
55060,55060,100,1,0,38,0,39,39,0,0,0.02564102564102564,0.0,0.9743589743589743,0.0,1.0,0.0,0.0,Hakeem S. Jeffries RECAP,1.0
55061,55061,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
55062,55062,100,4,1,149,0,154,153,1,0,0.025974025974025976,0.006493506493506494,0.9675324675324676,0.0,0.9935064935064936,0.006493506493506494,0.0,Hakeem S. Jeffries RECAP,0.9935064935064936
55106,55106,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
55107,55107,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
55108,55108,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
56005,56005,100,10,0,109,0,119,119,0,0,0.08403361344537816,0.0,0.9159663865546218,0.0,1.0,0.0,0.0,Hakeem S. Jeffries RECAP,1.0
56006,56006,100,4,4,121,0,129,125,4,0,0.031007751937984496,0.031007751937984496,0.937984496124031,0.0,0.9689922480620154,0.031007751937984496,0.0,Hakeem S. Jeffries RECAP,0.9689922480620154
56007,56007,100,5,2,135,0,142,140,2,0,0.035211267605633804,0.014084507042253521,0.9507042253521126,0.0,0.9859154929577465,0.014084507042253521,0.0,Hakeem S. Jeffries RECAP,0.9859154929577465
56008,56008,100,4,1,162,0,167,166,1,0,0.023952095808383235,0.005988023952095809,0.9700598802395209,0.0,0.9940119760479041,0.005988023952095809,0.0,Hakeem S. Jeffries RECAP,0.9940119760479041
56009,56009,100,4,1,68,0,73,72,1,0,0.0547945205479452,0.0136986301369863,0.9315068493150684,0.0,0.9863013698630136,0.0136986301369863,0.0,Hakeem S. Jeffries RECAP,0.9863013698630136
56010,56010,100,7,1,144,0,152,151,1,0,0.046052631578947366,0.006578947368421052,0.9473684210526315,0.0,0.993421052631579,0.006578947368421052,0.0,Hakeem S. Jeffries RECAP,0.993421052631579
56011,56011,100,20,5,116,1,142,136,5,1,0.14084507042253522,0.035211267605633804,0.8169014084507042,0.007042253521126761,0.9577464788732394,0.035211267605633804,0.007042253521126761,Hakeem S. Jeffries RECAP,0.9577464788732394
56012,56012,100,34,3,183,1,221,217,3,1,0.15384615384615385,0.013574660633484163,0.8280542986425339,0.004524886877828055,0.9819004524886877,0.013574660633484163,0.004524886877828055,Hakeem S. Jeffries RECAP,0.9819004524886877
56013,56013,100,12,0,149,0,161,161,0,0,0.07453416149068323,0.0,0.9254658385093167,0.0,1.0,0.0,0.0,Hakeem S. Jeffries RECAP,1.0
56014,56014,100,23,3,171,0,197,194,3,0,0.116751269035533,0.015228426395939087,0.868020304568528,0.0,0.9847715736040609,0.015228426395939087,0.0,Hakeem S. Jeffries RECAP,0.9847715736040609
56015,56015,100,17,1,165,0,183,182,1,0,0.09289617486338798,0.00546448087431694,0.9016393442622951,0.0,0.994535519125683,0.00546448087431694,0.0,Hakeem S. Jeffries RECAP,0.994535519125683
56016,56016,100,32,5,232,0,269,264,5,0,0.11895910780669144,0.01858736059479554,0.862453531598513,0.0,0.9814126394052045,0.01858736059479554,0.0,Hakeem S. Jeffries RECAP,0.9814126394052045
56017,56017,100,3,0,100,0,103,103,0,0,0.02912621359223301,0.0,0.970873786407767,0.0,1.0,0.0,0.0,Hakeem S. Jeffries RECAP,1.0
56018,56018,100,36,3,183,0,222,219,3,0,0.16216216216216217,0.013513513513513514,0.8243243243243243,0.0,0.9864864864864865,0.013513513513513514,0.0,Hakeem S. Jeffries RECAP,0.9864864864864865
56019,56019,100,13,0,206,0,219,219,0,0,0.0593607305936073,0.0,0.9406392694063926,0.0,1.0,0.0,0.0,Hakeem S. Jeffries RECAP,1.0
56020,56020,100,5,3,89,0,97,94,3,0,0.05154639175257732,0.030927835051546393,0.9175257731958762,0.0,0.9690721649484536,0.030927835051546393,0.0,Hakeem S. Jeffries RECAP,0.9690721649484536
56021,56021,100,14,1,160,0,175,174,1,0,0.08,0.005714285714285714,0.9142857142857143,0.0,0.9942857142857143,0.005714285714285714,0.0,Hakeem S. Jeffries RECAP,0.9942857142857143
56022,56022,100,13,1,218,0,232,231,1,0,0.05603448275862069,0.004310344827586207,0.9396551724137931,0.0,0.9956896551724138,0.004310344827586207,0.0,Hakeem S. Jeffries RECAP,0.9956896551724138
56023,56023,100,18,4,178,0,200,196,4,0,0.09,0.02,0.89,0.0,0.98,0.02,0.0,Hakeem S. Jeffries RECAP,0.98
