ED,Reported As,Reporting,Kevin R. Bryant Sr. (Working Families),Matthew A. Doheny (Conservative),Kenneth Schaeffer (Working Families),Evelyn J. Laporte (Democratic),Dennis W. Houdek (Conservative),Kathy J. King (Democratic),Wavny Toussaint (Democratic),Anthony R. Caccamo (Conservative),Philip J. Smallman (Conservative),Lara J. Genovesi (Democratic),Scattered,Total Votes,Kevin R. Bryant Sr. RECAP,Matthew A. Doheny RECAP,Kenneth Schaeffer RECAP,Evelyn J. Laporte RECAP,Dennis W. Houdek RECAP,Kathy J. King RECAP,Wavny Toussaint RECAP,Anthony R. Caccamo RECAP,Philip J. Smallman RECAP,Lara J. Genovesi RECAP,Scattered RECAP,p_Kevin R. Bryant Sr. (Working Families),p_Matthew A. Doheny (Conservative),p_Kenneth Schaeffer (Working Families),p_Evelyn J. Laporte (Democratic),p_Dennis W. Houdek (Conservative),p_Kathy J. King (Democratic),p_Wavny Toussaint (Democratic),p_Anthony R. Caccamo (Conservative),p_Philip J. Smallman (Conservative),p_Lara J. Genovesi (Democratic),p_Scattered,p_Kevin R. Bryant Sr. RECAP,p_Matthew A. Doheny RECAP,p_Kenneth Schaeffer RECAP,p_Evelyn J. Laporte RECAP,p_Dennis W. Houdek RECAP,p_Kathy J. King RECAP,p_Wavny Toussaint RECAP,p_Anthony R. Caccamo RECAP,p_Philip J. Smallman RECAP,p_Lara J. Genovesi RECAP,p_Scattered RECAP,winner,winner_p
59076,59076,100,7,5,9,233,1,204,206,7,4,193,0,869,7,5,9,233,1,204,206,7,4,193,0,0.00805523590333717,0.005753739930955121,0.010356731875719217,0.2681242807825086,0.0011507479861910242,0.23475258918296893,0.23705408515535098,0.00805523590333717,0.004602991944764097,0.22209436133486765,0.0,0.00805523590333717,0.005753739930955121,0.010356731875719217,0.2681242807825086,0.0011507479861910242,0.23475258918296893,0.23705408515535098,0.00805523590333717,0.004602991944764097,0.22209436133486765,0.0,Evelyn J. Laporte RECAP,0.2681242807825086
59077,59077,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
59078,59078,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
59079,59079,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
59080,59080,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
59081,59081,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
60001,60001,100,4,2,5,141,2,131,120,1,1,118,0,525,4,2,5,141,2,131,120,1,1,118,0,0.007619047619047619,0.0038095238095238095,0.009523809523809525,0.26857142857142857,0.0038095238095238095,0.24952380952380954,0.22857142857142856,0.0019047619047619048,0.0019047619047619048,0.22476190476190477,0.0,0.007619047619047619,0.0038095238095238095,0.009523809523809525,0.26857142857142857,0.0038095238095238095,0.24952380952380954,0.22857142857142856,0.0019047619047619048,0.0019047619047619048,0.22476190476190477,0.0,Evelyn J. Laporte RECAP,0.26857142857142857
60002,60002,100,16,7,13,146,2,141,134,3,5,126,0,593,16,7,13,146,2,141,134,3,5,126,0,0.026981450252951095,0.011804384485666104,0.021922428330522766,0.24620573355817876,0.003372681281618887,0.23777403035413153,0.22596964586846544,0.00505902192242833,0.008431703204047217,0.21247892074198987,0.0,0.026981450252951095,0.011804384485666104,0.021922428330522766,0.24620573355817876,0.003372681281618887,0.23777403035413153,0.22596964586846544,0.00505902192242833,0.008431703204047217,0.21247892074198987,0.0,Evelyn J. Laporte RECAP,0.24620573355817876
60003,60003,100,6,0,10,172,0,164,161,2,1,150,0,666,6,0,10,172,0,164,161,2,1,150,0,0.009009009009009009,0.0,0.015015015015015015,0.25825825825825827,0.0,0.24624624624624625,0.24174174174174173,0.003003003003003003,0.0015015015015015015,0.22522522522522523,0.0,0.009009009009009009,0.0,0.015015015015015015,0.25825825825825827,0.0,0.24624624624624625,0.24174174174174173,0.003003003003003003,0.0015015015015015015,0.22522522522522523,0.0,Evelyn J. Laporte RECAP,0.25825825825825827
60004,60004,100,8,2,5,109,4,102,83,3,5,82,0,403,8,2,5,109,4,102,83,3,5,82,0,0.019851116625310174,0.004962779156327543,0.01240694789081886,0.2704714640198511,0.009925558312655087,0.2531017369727047,0.20595533498759305,0.007444168734491315,0.01240694789081886,0.20347394540942929,0.0,0.019851116625310174,0.004962779156327543,0.01240694789081886,0.2704714640198511,0.009925558312655087,0.2531017369727047,0.20595533498759305,0.007444168734491315,0.01240694789081886,0.20347394540942929,0.0,Evelyn J. Laporte RECAP,0.2704714640198511
60005,60005,100,12,7,10,145,10,134,118,6,9,119,0,570,12,7,10,145,10,134,118,6,9,119,0,0.021052631578947368,0.012280701754385965,0.017543859649122806,0.2543859649122807,0.017543859649122806,0.23508771929824562,0.20701754385964913,0.010526315789473684,0.015789473684210527,0.20877192982456141,0.0,0.021052631578947368,0.012280701754385965,0.017543859649122806,0.2543859649122807,0.017543859649122806,0.23508771929824562,0.20701754385964913,0.010526315789473684,0.015789473684210527,0.20877192982456141,0.0,Evelyn J. Laporte RECAP,0.2543859649122807
60006,60006,100,1,1,1,40,2,36,32,0,2,35,0,150,1,1,1,40,2,36,32,0,2,35,0,0.006666666666666667,0.006666666666666667,0.006666666666666667,0.26666666666666666,0.013333333333333334,0.24,0.21333333333333335,0.0,0.013333333333333334,0.23333333333333334,0.0,0.006666666666666667,0.006666666666666667,0.006666666666666667,0.26666666666666666,0.013333333333333334,0.24,0.21333333333333335,0.0,0.013333333333333334,0.23333333333333334,0.0,Evelyn J. Laporte RECAP,0.26666666666666666
60007,60007,100,6,3,10,206,2,201,196,0,3,176,0,803,6,3,10,206,2,201,196,0,3,176,0,0.007471980074719801,0.0037359900373599006,0.012453300124533,0.25653798256537985,0.0024906600249066002,0.2503113325031133,0.24408468244084683,0.0,0.0037359900373599006,0.2191780821917808,0.0,0.007471980074719801,0.0037359900373599006,0.012453300124533,0.25653798256537985,0.0024906600249066002,0.2503113325031133,0.24408468244084683,0.0,0.0037359900373599006,0.2191780821917808,0.0,Evelyn J. Laporte RECAP,0.25653798256537985
60008,60008,100,7,2,4,220,2,218,209,1,2,198,0,863,7,2,4,220,2,218,209,1,2,198,0,0.008111239860950173,0.002317497103128621,0.004634994206257242,0.2549246813441483,0.002317497103128621,0.2526071842410197,0.2421784472769409,0.0011587485515643105,0.002317497103128621,0.22943221320973348,0.0,0.008111239860950173,0.002317497103128621,0.004634994206257242,0.2549246813441483,0.002317497103128621,0.2526071842410197,0.2421784472769409,0.0011587485515643105,0.002317497103128621,0.22943221320973348,0.0,Evelyn J. Laporte RECAP,0.2549246813441483
60009,60009,100,3,0,2,89,0,92,84,0,1,71,0,342,3,0,2,89,0,92,84,0,1,71,0,0.008771929824561403,0.0,0.005847953216374269,0.260233918128655,0.0,0.26900584795321636,0.24561403508771928,0.0,0.0029239766081871343,0.20760233918128654,0.0,0.008771929824561403,0.0,0.005847953216374269,0.260233918128655,0.0,0.26900584795321636,0.24561403508771928,0.0,0.0029239766081871343,0.20760233918128654,0.0,Kathy J. King RECAP,0.26900584795321636
60010,60010,100,5,0,5,96,0,96,88,1,0,90,0,381,5,0,5,96,0,96,88,1,0,90,0,0.013123359580052493,0.0,0.013123359580052493,0.25196850393700787,0.0,0.25196850393700787,0.23097112860892388,0.0026246719160104987,0.0,0.23622047244094488,0.0,0.013123359580052493,0.0,0.013123359580052493,0.25196850393700787,0.0,0.25196850393700787,0.23097112860892388,0.0026246719160104987,0.0,0.23622047244094488,0.0,Tie,0.25196850393700787
60011,60011,100,0,2,0,11,0,8,11,1,0,9,0,42,0,2,0,11,0,8,11,1,0,9,0,0.0,0.047619047619047616,0.0,0.2619047619047619,0.0,0.19047619047619047,0.2619047619047619,0.023809523809523808,0.0,0.21428571428571427,0.0,0.0,0.047619047619047616,0.0,0.2619047619047619,0.0,0.19047619047619047,0.2619047619047619,0.023809523809523808,0.0,0.21428571428571427,0.0,Tie,0.2619047619047619
60012,60012,100,11,0,8,78,1,83,67,0,1,70,0,319,11,0,8,78,1,83,67,0,1,70,0,0.034482758620689655,0.0,0.025078369905956112,0.2445141065830721,0.003134796238244514,0.2601880877742947,0.21003134796238246,0.0,0.003134796238244514,0.219435736677116,0.0,0.034482758620689655,0.0,0.025078369905956112,0.2445141065830721,0.003134796238244514,0.2601880877742947,0.21003134796238246,0.0,0.003134796238244514,0.219435736677116,0.0,Kathy J. King RECAP,0.2601880877742947
60013,60013,100,17,9,10,162,6,163,147,7,11,130,0,662,17,9,10,162,6,163,147,7,11,130,0,0.0256797583081571,0.013595166163141994,0.015105740181268883,0.24471299093655588,0.00906344410876133,0.24622356495468278,0.22205438066465258,0.010574018126888218,0.01661631419939577,0.19637462235649547,0.0,0.0256797583081571,0.013595166163141994,0.015105740181268883,0.24471299093655588,0.00906344410876133,0.24622356495468278,0.22205438066465258,0.010574018126888218,0.01661631419939577,0.19637462235649547,0.0,Kathy J. King RECAP,0.24622356495468278
60014,60014,100,12,3,9,176,2,174,152,1,2,139,0,670,12,3,9,176,2,174,152,1,2,139,0,0.01791044776119403,0.004477611940298508,0.013432835820895522,0.2626865671641791,0.0029850746268656717,0.25970149253731345,0.22686567164179106,0.0014925373134328358,0.0029850746268656717,0.20746268656716418,0.0,0.01791044776119403,0.004477611940298508,0.013432835820895522,0.2626865671641791,0.0029850746268656717,0.25970149253731345,0.22686567164179106,0.0014925373134328358,0.0029850746268656717,0.20746268656716418,0.0,Evelyn J. Laporte RECAP,0.2626865671641791
60015,60015,100,6,2,5,84,0,90,77,2,0,74,0,340,6,2,5,84,0,90,77,2,0,74,0,0.01764705882352941,0.0058823529411764705,0.014705882352941176,0.24705882352941178,0.0,0.2647058823529412,0.22647058823529412,0.0058823529411764705,0.0,0.21764705882352942,0.0,0.01764705882352941,0.0058823529411764705,0.014705882352941176,0.24705882352941178,0.0,0.2647058823529412,0.22647058823529412,0.0058823529411764705,0.0,0.21764705882352942,0.0,Kathy J. King RECAP,0.2647058823529412
60016,60016,100,1,0,1,55,0,55,55,0,0,50,0,217,1,0,1,55,0,55,55,0,0,50,0,0.004608294930875576,0.0,0.004608294930875576,0.2534562211981567,0.0,0.2534562211981567,0.2534562211981567,0.0,0.0,0.2304147465437788,0.0,0.004608294930875576,0.0,0.004608294930875576,0.2534562211981567,0.0,0.2534562211981567,0.2534562211981567,0.0,0.0,0.2304147465437788,0.0,Tie,0.2534562211981567
60017,60017,100,13,6,14,164,5,158,128,5,8,129,0,630,13,6,14,164,5,158,128,5,8,129,0,0.020634920634920634,0.009523809523809525,0.022222222222222223,0.26031746031746034,0.007936507936507936,0.2507936507936508,0.20317460317460317,0.007936507936507936,0.012698412698412698,0.20476190476190476,0.0,0.020634920634920634,0.009523809523809525,0.022222222222222223,0.26031746031746034,0.007936507936507936,0.2507936507936508,0.20317460317460317,0.007936507936507936,0.012698412698412698,0.20476190476190476,0.0,Evelyn J. Laporte RECAP,0.26031746031746034
60018,60018,100,7,2,2,86,0,79,66,2,1,63,0,308,7,2,2,86,0,79,66,2,1,63,0,0.022727272727272728,0.006493506493506494,0.006493506493506494,0.2792207792207792,0.0,0.2564935064935065,0.21428571428571427,0.006493506493506494,0.003246753246753247,0.20454545454545456,0.0,0.022727272727272728,0.006493506493506494,0.006493506493506494,0.2792207792207792,0.0,0.2564935064935065,0.21428571428571427,0.006493506493506494,0.003246753246753247,0.20454545454545456,0.0,Evelyn J. Laporte RECAP,0.2792207792207792
60019,60019,100,1,2,3,46,0,36,37,0,1,37,0,163,1,2,3,46,0,36,37,0,1,37,0,0.006134969325153374,0.012269938650306749,0.018404907975460124,0.2822085889570552,0.0,0.22085889570552147,0.22699386503067484,0.0,0.006134969325153374,0.22699386503067484,0.0,0.006134969325153374,0.012269938650306749,0.018404907975460124,0.2822085889570552,0.0,0.22085889570552147,0.22699386503067484,0.0,0.006134969325153374,0.22699386503067484,0.0,Evelyn J. Laporte RECAP,0.2822085889570552
60020,60020,100,2,0,1,15,0,19,16,1,0,16,0,70,2,0,1,15,0,19,16,1,0,16,0,0.02857142857142857,0.0,0.014285714285714285,0.21428571428571427,0.0,0.2714285714285714,0.22857142857142856,0.014285714285714285,0.0,0.22857142857142856,0.0,0.02857142857142857,0.0,0.014285714285714285,0.21428571428571427,0.0,0.2714285714285714,0.22857142857142856,0.014285714285714285,0.0,0.22857142857142856,0.0,Kathy J. King RECAP,0.2714285714285714
60021,60021,100,5,1,8,127,1,122,108,1,2,104,0,479,5,1,8,127,1,122,108,1,2,104,0,0.010438413361169102,0.0020876826722338203,0.016701461377870562,0.2651356993736952,0.0020876826722338203,0.2546972860125261,0.2254697286012526,0.0020876826722338203,0.0041753653444676405,0.21711899791231734,0.0,0.010438413361169102,0.0020876826722338203,0.016701461377870562,0.2651356993736952,0.0020876826722338203,0.2546972860125261,0.2254697286012526,0.0020876826722338203,0.0041753653444676405,0.21711899791231734,0.0,Evelyn J. Laporte RECAP,0.2651356993736952
60022,60022,100,11,6,7,104,4,110,98,3,7,96,0,446,11,6,7,104,4,110,98,3,7,96,0,0.02466367713004484,0.013452914798206279,0.01569506726457399,0.23318385650224216,0.008968609865470852,0.24663677130044842,0.21973094170403587,0.006726457399103139,0.01569506726457399,0.21524663677130046,0.0,0.02466367713004484,0.013452914798206279,0.01569506726457399,0.23318385650224216,0.008968609865470852,0.24663677130044842,0.21973094170403587,0.006726457399103139,0.01569506726457399,0.21524663677130046,0.0,Kathy J. King RECAP,0.24663677130044842
60023,60023,100,0,0,0,28,0,28,29,0,0,25,0,110,0,0,0,28,0,28,29,0,0,25,0,0.0,0.0,0.0,0.2545454545454545,0.0,0.2545454545454545,0.2636363636363636,0.0,0.0,0.22727272727272727,0.0,0.0,0.0,0.0,0.2545454545454545,0.0,0.2545454545454545,0.2636363636363636,0.0,0.0,0.22727272727272727,0.0,Wavny Toussaint RECAP,0.2636363636363636
60024,60024,100,7,3,4,95,2,83,76,1,0,73,0,344,7,3,4,95,2,83,76,1,0,73,0,0.020348837209302327,0.00872093023255814,0.011627906976744186,0.2761627906976744,0.005813953488372093,0.24127906976744187,0.22093023255813954,0.0029069767441860465,0.0,0.21220930232558138,0.0,0.020348837209302327,0.00872093023255814,0.011627906976744186,0.2761627906976744,0.005813953488372093,0.24127906976744187,0.22093023255813954,0.0029069767441860465,0.0,0.21220930232558138,0.0,Evelyn J. Laporte RECAP,0.2761627906976744
60025,60025,100,3,1,2,104,1,101,83,4,2,89,0,390,3,1,2,104,1,101,83,4,2,89,0,0.007692307692307693,0.002564102564102564,0.005128205128205128,0.26666666666666666,0.002564102564102564,0.258974358974359,0.2128205128205128,0.010256410256410256,0.005128205128205128,0.2282051282051282,0.0,0.007692307692307693,0.002564102564102564,0.005128205128205128,0.26666666666666666,0.002564102564102564,0.258974358974359,0.2128205128205128,0.010256410256410256,0.005128205128205128,0.2282051282051282,0.0,Evelyn J. Laporte RECAP,0.26666666666666666
60026,60026,100,3,1,2,144,1,128,115,1,2,111,0,508,3,1,2,144,1,128,115,1,2,111,0,0.005905511811023622,0.001968503937007874,0.003937007874015748,0.28346456692913385,0.001968503937007874,0.25196850393700787,0.2263779527559055,0.001968503937007874,0.003937007874015748,0.21850393700787402,0.0,0.005905511811023622,0.001968503937007874,0.003937007874015748,0.28346456692913385,0.001968503937007874,0.25196850393700787,0.2263779527559055,0.001968503937007874,0.003937007874015748,0.21850393700787402,0.0,Evelyn J. Laporte RECAP,0.28346456692913385
60027,60027,100,16,1,9,120,1,115,91,0,1,91,0,445,16,1,9,120,1,115,91,0,1,91,0,0.035955056179775284,0.0022471910112359553,0.020224719101123594,0.2696629213483146,0.0022471910112359553,0.25842696629213485,0.20449438202247192,0.0,0.0022471910112359553,0.20449438202247192,0.0,0.035955056179775284,0.0022471910112359553,0.020224719101123594,0.2696629213483146,0.0022471910112359553,0.25842696629213485,0.20449438202247192,0.0,0.0022471910112359553,0.20449438202247192,0.0,Evelyn J. Laporte RECAP,0.2696629213483146
60028,60028,100,12,2,9,234,1,224,201,1,1,200,0,885,12,2,9,234,1,224,201,1,1,200,0,0.013559322033898305,0.0022598870056497176,0.010169491525423728,0.26440677966101694,0.0011299435028248588,0.25310734463276835,0.2271186440677966,0.0011299435028248588,0.0011299435028248588,0.22598870056497175,0.0,0.013559322033898305,0.0022598870056497176,0.010169491525423728,0.26440677966101694,0.0011299435028248588,0.25310734463276835,0.2271186440677966,0.0011299435028248588,0.0011299435028248588,0.22598870056497175,0.0,Evelyn J. Laporte RECAP,0.26440677966101694
60029,60029,100,7,3,3,116,0,119,95,2,2,100,4,451,7,3,3,116,0,119,95,2,2,100,4,0.015521064301552107,0.0066518847006651885,0.0066518847006651885,0.2572062084257206,0.0,0.2638580931263858,0.2106430155210643,0.004434589800443459,0.004434589800443459,0.22172949002217296,0.008869179600886918,0.015521064301552107,0.0066518847006651885,0.0066518847006651885,0.2572062084257206,0.0,0.2638580931263858,0.2106430155210643,0.004434589800443459,0.004434589800443459,0.22172949002217296,0.008869179600886918,Kathy J. King RECAP,0.2638580931263858
60030,60030,100,3,0,3,81,0,76,71,0,0,71,0,305,3,0,3,81,0,76,71,0,0,71,0,0.009836065573770493,0.0,0.009836065573770493,0.26557377049180325,0.0,0.24918032786885247,0.23278688524590163,0.0,0.0,0.23278688524590163,0.0,0.009836065573770493,0.0,0.009836065573770493,0.26557377049180325,0.0,0.24918032786885247,0.23278688524590163,0.0,0.0,0.23278688524590163,0.0,Evelyn J. Laporte RECAP,0.26557377049180325
60031,60031,100,10,0,7,99,0,97,76,1,0,74,0,364,10,0,7,99,0,97,76,1,0,74,0,0.027472527472527472,0.0,0.019230769230769232,0.27197802197802196,0.0,0.2664835164835165,0.2087912087912088,0.0027472527472527475,0.0,0.2032967032967033,0.0,0.027472527472527472,0.0,0.019230769230769232,0.27197802197802196,0.0,0.2664835164835165,0.2087912087912088,0.0027472527472527475,0.0,0.2032967032967033,0.0,Evelyn J. Laporte RECAP,0.27197802197802196
60032,60032,100,9,2,6,157,2,156,133,2,2,137,0,606,9,2,6,157,2,156,133,2,2,137,0,0.01485148514851485,0.0033003300330033004,0.009900990099009901,0.2590759075907591,0.0033003300330033004,0.25742574257425743,0.21947194719471946,0.0033003300330033004,0.0033003300330033004,0.22607260726072606,0.0,0.01485148514851485,0.0033003300330033004,0.009900990099009901,0.2590759075907591,0.0033003300330033004,0.25742574257425743,0.21947194719471946,0.0033003300330033004,0.0033003300330033004,0.22607260726072606,0.0,Evelyn J. Laporte RECAP,0.2590759075907591
60033,60033,100,4,3,5,117,2,125,107,2,3,87,0,455,4,3,5,117,2,125,107,2,3,87,0,0.008791208791208791,0.006593406593406593,0.01098901098901099,0.2571428571428571,0.004395604395604396,0.27472527472527475,0.23516483516483516,0.004395604395604396,0.006593406593406593,0.1912087912087912,0.0,0.008791208791208791,0.006593406593406593,0.01098901098901099,0.2571428571428571,0.004395604395604396,0.27472527472527475,0.23516483516483516,0.004395604395604396,0.006593406593406593,0.1912087912087912,0.0,Kathy J. King RECAP,0.27472527472527475
60034,60034,100,7,2,3,164,2,166,145,3,2,136,8,638,7,2,3,164,2,166,145,3,2,136,8,0.0109717868338558,0.003134796238244514,0.004702194357366771,0.25705329153605017,0.003134796238244514,0.2601880877742947,0.22727272727272727,0.004702194357366771,0.003134796238244514,0.21316614420062696,0.012539184952978056,0.0109717868338558,0.003134796238244514,0.004702194357366771,0.25705329153605017,0.003134796238244514,0.2601880877742947,0.22727272727272727,0.004702194357366771,0.003134796238244514,0.21316614420062696,0.012539184952978056,Kathy J. King RECAP,0.2601880877742947
60035,60035,100,11,4,8,174,3,182,156,2,1,154,0,695,11,4,8,174,3,182,156,2,1,154,0,0.015827338129496403,0.0057553956834532375,0.011510791366906475,0.2503597122302158,0.004316546762589928,0.26187050359712233,0.22446043165467625,0.0028776978417266188,0.0014388489208633094,0.22158273381294963,0.0,0.015827338129496403,0.0057553956834532375,0.011510791366906475,0.2503597122302158,0.004316546762589928,0.26187050359712233,0.22446043165467625,0.0028776978417266188,0.0014388489208633094,0.22158273381294963,0.0,Kathy J. King RECAP,0.26187050359712233
60036,60036,100,22,6,13,179,2,177,162,6,2,147,0,716,22,6,13,179,2,177,162,6,2,147,0,0.030726256983240222,0.008379888268156424,0.018156424581005588,0.25,0.002793296089385475,0.24720670391061453,0.22625698324022347,0.008379888268156424,0.002793296089385475,0.2053072625698324,0.0,0.030726256983240222,0.008379888268156424,0.018156424581005588,0.25,0.002793296089385475,0.24720670391061453,0.22625698324022347,0.008379888268156424,0.002793296089385475,0.2053072625698324,0.0,Evelyn J. Laporte RECAP,0.25
60037,60037,100,13,6,9,184,5,185,159,5,4,161,0,731,13,6,9,184,5,185,159,5,4,161,0,0.017783857729138167,0.008207934336525308,0.012311901504787962,0.25170998632010944,0.006839945280437756,0.253077975376197,0.21751025991792067,0.006839945280437756,0.005471956224350205,0.22024623803009577,0.0,0.017783857729138167,0.008207934336525308,0.012311901504787962,0.25170998632010944,0.006839945280437756,0.253077975376197,0.21751025991792067,0.006839945280437756,0.005471956224350205,0.22024623803009577,0.0,Kathy J. King RECAP,0.253077975376197
60038,60038,100,7,2,5,100,1,91,80,2,3,80,1,372,7,2,5,100,1,91,80,2,3,80,1,0.01881720430107527,0.005376344086021506,0.013440860215053764,0.26881720430107525,0.002688172043010753,0.2446236559139785,0.21505376344086022,0.005376344086021506,0.008064516129032258,0.21505376344086022,0.002688172043010753,0.01881720430107527,0.005376344086021506,0.013440860215053764,0.26881720430107525,0.002688172043010753,0.2446236559139785,0.21505376344086022,0.005376344086021506,0.008064516129032258,0.21505376344086022,0.002688172043010753,Evelyn J. Laporte RECAP,0.26881720430107525
60039,60039,100,6,2,7,110,1,112,105,0,0,102,0,445,6,2,7,110,1,112,105,0,0,102,0,0.01348314606741573,0.0044943820224719105,0.015730337078651686,0.24719101123595505,0.0022471910112359553,0.251685393258427,0.23595505617977527,0.0,0.0,0.2292134831460674,0.0,0.01348314606741573,0.0044943820224719105,0.015730337078651686,0.24719101123595505,0.0022471910112359553,0.251685393258427,0.23595505617977527,0.0,0.0,0.2292134831460674,0.0,Kathy J. King RECAP,0.251685393258427
60040,60040,100,3,1,5,127,0,117,107,0,2,99,0,461,3,1,5,127,0,117,107,0,2,99,0,0.006507592190889371,0.0021691973969631237,0.010845986984815618,0.2754880694143167,0.0,0.25379609544468545,0.23210412147505424,0.0,0.004338394793926247,0.21475054229934923,0.0,0.006507592190889371,0.0021691973969631237,0.010845986984815618,0.2754880694143167,0.0,0.25379609544468545,0.23210412147505424,0.0,0.004338394793926247,0.21475054229934923,0.0,Evelyn J. Laporte RECAP,0.2754880694143167
60041,60041,100,9,0,12,177,0,180,176,1,0,158,0,713,9,0,12,177,0,180,176,1,0,158,0,0.012622720897615708,0.0,0.016830294530154277,0.2482468443197756,0.0,0.25245441795231416,0.24684431977559607,0.001402524544179523,0.0,0.22159887798036465,0.0,0.012622720897615708,0.0,0.016830294530154277,0.2482468443197756,0.0,0.25245441795231416,0.24684431977559607,0.001402524544179523,0.0,0.22159887798036465,0.0,Kathy J. King RECAP,0.25245441795231416
60042,60042,100,10,2,14,170,2,178,168,1,0,158,1,704,10,2,14,170,2,178,168,1,0,158,1,0.014204545454545454,0.002840909090909091,0.019886363636363636,0.24147727272727273,0.002840909090909091,0.2528409090909091,0.23863636363636365,0.0014204545454545455,0.0,0.22443181818181818,0.0014204545454545455,0.014204545454545454,0.002840909090909091,0.019886363636363636,0.24147727272727273,0.002840909090909091,0.2528409090909091,0.23863636363636365,0.0014204545454545455,0.0,0.22443181818181818,0.0014204545454545455,Kathy J. King RECAP,0.2528409090909091
60043,60043,100,8,1,5,169,0,174,154,0,3,152,0,666,8,1,5,169,0,174,154,0,3,152,0,0.012012012012012012,0.0015015015015015015,0.0075075075075075074,0.25375375375375375,0.0,0.26126126126126126,0.23123123123123124,0.0,0.0045045045045045045,0.22822822822822822,0.0,0.012012012012012012,0.0015015015015015015,0.0075075075075075074,0.25375375375375375,0.0,0.26126126126126126,0.23123123123123124,0.0,0.0045045045045045045,0.22822822822822822,0.0,Kathy J. King RECAP,0.26126126126126126
60044,60044,100,5,0,2,107,0,97,95,0,1,84,0,391,5,0,2,107,0,97,95,0,1,84,0,0.01278772378516624,0.0,0.005115089514066497,0.27365728900255754,0.0,0.24808184143222506,0.24296675191815856,0.0,0.0025575447570332483,0.21483375959079284,0.0,0.01278772378516624,0.0,0.005115089514066497,0.27365728900255754,0.0,0.24808184143222506,0.24296675191815856,0.0,0.0025575447570332483,0.21483375959079284,0.0,Evelyn J. Laporte RECAP,0.27365728900255754
60045,60045,100,24,12,24,224,9,198,185,12,10,173,2,873,24,12,24,224,9,198,185,12,10,173,2,0.027491408934707903,0.013745704467353952,0.027491408934707903,0.2565864833906071,0.010309278350515464,0.2268041237113402,0.21191294387170675,0.013745704467353952,0.011454753722794959,0.1981672394043528,0.002290950744558992,0.027491408934707903,0.013745704467353952,0.027491408934707903,0.2565864833906071,0.010309278350515464,0.2268041237113402,0.21191294387170675,0.013745704467353952,0.011454753722794959,0.1981672394043528,0.002290950744558992,Evelyn J. Laporte RECAP,0.2565864833906071
60046,60046,100,10,1,10,177,1,166,144,3,1,152,1,666,10,1,10,177,1,166,144,3,1,152,1,0.015015015015015015,0.0015015015015015015,0.015015015015015015,0.26576576576576577,0.0015015015015015015,0.24924924924924924,0.21621621621621623,0.0045045045045045045,0.0015015015015015015,0.22822822822822822,0.0015015015015015015,0.015015015015015015,0.0015015015015015015,0.015015015015015015,0.26576576576576577,0.0015015015015015015,0.24924924924924924,0.21621621621621623,0.0045045045045045045,0.0015015015015015015,0.22822822822822822,0.0015015015015015015,Evelyn J. Laporte RECAP,0.26576576576576577
60047,60047,100,9,2,3,164,1,158,141,2,2,132,0,614,9,2,3,164,1,158,141,2,2,132,0,0.014657980456026058,0.003257328990228013,0.004885993485342019,0.2671009771986971,0.0016286644951140066,0.25732899022801303,0.2296416938110749,0.003257328990228013,0.003257328990228013,0.21498371335504887,0.0,0.014657980456026058,0.003257328990228013,0.004885993485342019,0.2671009771986971,0.0016286644951140066,0.25732899022801303,0.2296416938110749,0.003257328990228013,0.003257328990228013,0.21498371335504887,0.0,Evelyn J. Laporte RECAP,0.2671009771986971
60048,60048,100,5,1,3,51,2,62,49,0,0,49,0,222,5,1,3,51,2,62,49,0,0,49,0,0.02252252252252252,0.0045045045045045045,0.013513513513513514,0.22972972972972974,0.009009009009009009,0.27927927927927926,0.22072072072072071,0.0,0.0,0.22072072072072071,0.0,0.02252252252252252,0.0045045045045045045,0.013513513513513514,0.22972972972972974,0.009009009009009009,0.27927927927927926,0.22072072072072071,0.0,0.0,0.22072072072072071,0.0,Kathy J. King RECAP,0.27927927927927926
